professor,department,Quality,Difficulty,aspect,sentiment
Emily Wiley ,Biology department,5.0,4.0,doubt_solving,positive
Emily Wiley ,Biology department,5.0,4.0,faculty_availability,positive
Emily Wiley ,Biology department,4.5,2.0,doubt_solving,positive
Emily Wiley ,Biology department,4.5,2.0,doubt_solving,positive
Emily Wiley ,Biology department,4.5,2.0,study_material,positive
Emily Wiley ,Biology department,4.5,2.0,practical_sessions,positive
Emily Wiley ,Biology department,4.5,2.0,subject_difficulty,positive
David Hamilton ,Physical Education department,5.0,1.0,explanation_clarity,positive
Maria Martinez ,Modern Languages department,4.5,4.0,explanation_clarity,positive
Maria Martinez ,Modern Languages department,4.5,4.0,doubt_solving,positive
Maria Martinez ,Modern Languages department,4.5,4.0,study_material,positive
Maria Martinez ,Modern Languages department,4.5,4.0,subject_difficulty,positive
Maria Martinez ,Modern Languages department,5.0,2.0,teaching_pace,positive
Maria Martinez ,Modern Languages department,5.0,2.0,practical_sessions,positive
Maria Martinez ,Modern Languages department,5.0,2.0,subject_difficulty,positive
Maria Martinez ,Modern Languages department,5.0,4.0,practical_sessions,positive
Maria Martinez ,Modern Languages department,4.5,3.0,practical_sessions,positive
Maria Martinez ,Modern Languages department,5.0,3.0,explanation_clarity,positive
Maria Martinez ,Modern Languages department,5.0,3.0,doubt_solving,positive
Maria Martinez ,Modern Languages department,5.0,3.0,doubt_solving,positive
Maria Martinez ,Modern Languages department,5.0,3.0,study_material,positive
Maria Martinez ,Modern Languages department,5.0,3.0,practical_sessions,positive
Maria Martinez ,Modern Languages department,5.0,3.0,subject_difficulty,positive
Maria Martinez ,Modern Languages department,3.5,1.0,practical_sessions,positive
Maria Martinez ,Modern Languages department,3.5,1.0,subject_difficulty,positive
Maria Martinez ,Modern Languages department,4.5,1.0,study_material,positive
Maria Martinez ,Modern Languages department,4.5,1.0,practical_sessions,positive
Maria Martinez ,Modern Languages department,4.5,1.0,faculty_availability,positive
Maria Martinez ,Modern Languages department,4.5,2.0,explanation_clarity,positive
Maria Martinez ,Modern Languages department,4.5,2.0,teaching_pace,positive
Maria Martinez ,Modern Languages department,4.5,2.0,study_material,positive
Maria Martinez ,Modern Languages department,4.5,2.0,faculty_availability,positive
Wei-Chin Hwang ,Psychology department,4.0,2.0,study_material,positive
Wei-Chin Hwang ,Psychology department,3.0,2.0,explanation_clarity,negative
Wei-Chin Hwang ,Psychology department,3.0,2.0,practical_sessions,negative
Wei-Chin Hwang ,Psychology department,1.0,2.0,practical_sessions,negative
Wei-Chin Hwang ,Psychology department,1.0,2.0,subject_difficulty,negative
Wei-Chin Hwang ,Psychology department,4.5,2.0,doubt_solving,positive
Wei-Chin Hwang ,Psychology department,4.0,3.0,study_material,positive
Wei-Chin Hwang ,Psychology department,4.0,3.0,practical_sessions,positive
Wei-Chin Hwang ,Psychology department,1.5,1.0,subject_difficulty,negative
Wei-Chin Hwang ,Psychology department,3.0,1.0,study_material,positive
Wei-Chin Hwang ,Psychology department,3.0,1.0,practical_sessions,positive
Wei-Chin Hwang ,Psychology department,3.0,1.0,subject_difficulty,positive
Wei-Chin Hwang ,Psychology department,4.0,2.0,explanation_clarity,negative
Wei-Chin Hwang ,Psychology department,4.0,2.0,study_material,negative
Graham Bird ,Economics department,1.0,5.0,explanation_clarity,negative
Graham Bird ,Economics department,1.0,5.0,doubt_solving,negative
Graham Bird ,Economics department,1.0,5.0,study_material,negative
Graham Bird ,Economics department,1.0,5.0,subject_difficulty,negative
Graham Bird ,Economics department,5.0,3.0,study_material,positive
Graham Bird ,Economics department,5.0,2.0,explanation_clarity,positive
Graham Bird ,Economics department,5.0,2.0,doubt_solving,positive
Graham Bird ,Economics department,5.0,2.0,practical_sessions,positive
Graham Bird ,Economics department,5.0,2.0,faculty_availability,positive
Graham Bird ,Economics department,5.0,2.0,subject_difficulty,positive
Graham Bird ,Economics department,3.5,2.0,study_material,negative
Graham Bird ,Economics department,1.5,4.0,explanation_clarity,negative
Graham Bird ,Economics department,1.5,4.0,doubt_solving,negative
Graham Bird ,Economics department,1.5,4.0,practical_sessions,negative
Graham Bird ,Economics department,1.5,4.0,faculty_availability,negative
Graham Bird ,Economics department,1.5,4.0,subject_difficulty,negative
Graham Bird ,Economics department,2.0,3.0,explanation_clarity,negative
Graham Bird ,Economics department,2.0,3.0,doubt_solving,negative
Graham Bird ,Economics department,2.5,3.0,teaching_pace,positive
Graham Bird ,Economics department,2.5,3.0,doubt_solving,positive
Graham Bird ,Economics department,2.5,3.0,subject_difficulty,negative
Graham Bird ,Economics department,4.5,4.0,explanation_clarity,positive
Graham Bird ,Economics department,4.5,4.0,doubt_solving,positive
Graham Bird ,Economics department,4.5,4.0,subject_difficulty,positive
Graham Bird ,Economics department,1.0,4.0,doubt_solving,negative
Graham Bird ,Economics department,1.0,4.0,practical_sessions,negative
Graham Bird ,Economics department,1.0,4.0,explanation_clarity,negative
Graham Bird ,Economics department,1.0,4.0,doubt_solving,negative
Graham Bird ,Economics department,1.5,3.0,explanation_clarity,negative
Graham Bird ,Economics department,1.5,3.0,doubt_solving,negative
Graham Bird ,Economics department,1.5,3.0,faculty_availability,negative
Graham Bird ,Economics department,4.0,3.0,doubt_solving,positive
Graham Bird ,Economics department,4.0,3.0,faculty_availability,positive
Graham Bird ,Economics department,3.0,4.0,explanation_clarity,negative
Graham Bird ,Economics department,3.0,4.0,study_material,negative
Graham Bird ,Economics department,3.0,4.0,subject_difficulty,negative
Graham Bird ,Economics department,2.0,5.0,explanation_clarity,negative
Graham Bird ,Economics department,2.0,5.0,study_material,negative
Graham Bird ,Economics department,4.5,3.0,explanation_clarity,negative
Graham Bird ,Economics department,4.5,3.0,doubt_solving,negative
Graham Bird ,Economics department,4.5,3.0,study_material,negative
Graham Bird ,Economics department,4.5,3.0,subject_difficulty,negative
Graham Bird ,Economics department,4.0,4.0,study_material,positive
Graham Bird ,Economics department,4.0,4.0,practical_sessions,positive
Graham Bird ,Economics department,4.0,4.0,subject_difficulty,positive
Graham Bird ,Economics department,4.0,3.0,explanation_clarity,positive
Graham Bird ,Economics department,4.0,3.0,doubt_solving,positive
Graham Bird ,Economics department,4.0,3.0,subject_difficulty,positive
Melissa Coleman ,Biology department,4.0,4.0,explanation_clarity,neutral
Melissa Coleman ,Biology department,4.0,4.0,teaching_pace,neutral
Melissa Coleman ,Biology department,4.0,4.0,study_material,neutral
Melissa Coleman ,Biology department,4.0,4.0,practical_sessions,neutral
Melissa Coleman ,Biology department,4.0,4.0,subject_difficulty,neutral
Melissa Coleman ,Biology department,4.0,4.0,practical_sessions,positive
Melissa Coleman ,Biology department,4.0,4.0,subject_difficulty,positive
Melissa Coleman ,Biology department,5.0,3.0,explanation_clarity,positive
Melissa Coleman ,Biology department,5.0,3.0,study_material,positive
Melissa Coleman ,Biology department,3.5,1.0,explanation_clarity,positive
Melissa Coleman ,Biology department,5.0,4.0,explanation_clarity,positive
Melissa Coleman ,Biology department,5.0,4.0,doubt_solving,positive
Melissa Coleman ,Biology department,5.0,4.0,study_material,positive
Melissa Coleman ,Biology department,5.0,4.0,faculty_availability,positive
Melissa Coleman ,Biology department,5.0,3.0,doubt_solving,positive
Melissa Coleman ,Biology department,5.0,3.0,practical_sessions,positive
Melissa Coleman ,Biology department,5.0,3.0,faculty_availability,positive
Melissa Coleman ,Biology department,4.5,4.0,practical_sessions,positive
Melissa Coleman ,Biology department,4.5,4.0,subject_difficulty,positive
Melissa Coleman ,Biology department,2.0,4.0,practical_sessions,negative
Melissa Coleman ,Biology department,2.0,4.0,subject_difficulty,negative
Melissa Coleman ,Biology department,4.5,3.0,doubt_solving,positive
Melissa Coleman ,Biology department,4.5,3.0,practical_sessions,positive
Melissa Coleman ,Biology department,4.5,3.0,faculty_availability,positive
George Batta ,Economics department,5.0,4.0,doubt_solving,positive
George Batta ,Economics department,5.0,4.0,faculty_availability,positive
George Batta ,Economics department,5.0,4.0,explanation_clarity,positive
George Batta ,Economics department,5.0,4.0,subject_difficulty,positive
George Batta ,Economics department,5.0,4.0,explanation_clarity,neutral
George Batta ,Economics department,5.0,4.0,teaching_pace,neutral
George Batta ,Economics department,5.0,4.0,doubt_solving,neutral
George Batta ,Economics department,5.0,4.0,study_material,neutral
George Batta ,Economics department,5.0,4.0,subject_difficulty,neutral
George Batta ,Economics department,4.0,3.0,doubt_solving,positive
George Batta ,Economics department,4.0,3.0,faculty_availability,positive
George Batta ,Economics department,4.0,3.0,subject_difficulty,positive
George Batta ,Economics department,3.5,5.0,subject_difficulty,negative
George Batta ,Economics department,5.0,4.0,subject_difficulty,positive
George Batta ,Economics department,4.5,4.0,study_material,positive
George Batta ,Economics department,4.5,4.0,practical_sessions,positive
George Batta ,Economics department,4.0,4.0,teaching_pace,negative
George Batta ,Economics department,4.0,4.0,doubt_solving,negative
George Batta ,Economics department,4.0,4.0,practical_sessions,negative
George Batta ,Economics department,4.0,4.0,faculty_availability,negative
George Batta ,Economics department,4.0,4.0,subject_difficulty,negative
George Batta ,Economics department,5.0,2.0,explanation_clarity,positive
George Batta ,Economics department,4.5,3.0,explanation_clarity,positive
George Batta ,Economics department,4.5,3.0,study_material,positive
George Batta ,Economics department,4.5,3.0,practical_sessions,positive
Catherine Wall ,Modern Languages department,4.5,3.0,doubt_solving,negative
Catherine Wall ,Modern Languages department,4.5,3.0,study_material,negative
Catherine Wall ,Modern Languages department,4.5,3.0,practical_sessions,negative
Catherine Wall ,Modern Languages department,4.5,3.0,doubt_solving,positive
Catherine Wall ,Modern Languages department,4.5,3.0,practical_sessions,positive
Catherine Wall ,Modern Languages department,4.5,3.0,faculty_availability,positive
Catherine Wall ,Modern Languages department,1.5,4.0,doubt_solving,neutral
Catherine Wall ,Modern Languages department,1.5,4.0,subject_difficulty,neutral
Catherine Wall ,Modern Languages department,3.5,4.0,subject_difficulty,positive
Catherine Wall ,Modern Languages department,4.0,4.0,practical_sessions,positive
Catherine Wall ,Modern Languages department,4.0,4.0,subject_difficulty,positive
Catherine Wall ,Modern Languages department,3.0,5.0,practical_sessions,negative
Catherine Wall ,Modern Languages department,3.0,5.0,subject_difficulty,negative
Jasmine Aimaq ,Civilization department,5.0,4.0,explanation_clarity,positive
Jasmine Aimaq ,Civilization department,5.0,4.0,doubt_solving,positive
Jasmine Aimaq ,Civilization department,5.0,4.0,subject_difficulty,positive
Jasmine Aimaq ,Civilization department,4.5,4.0,doubt_solving,positive
Jasmine Aimaq ,Civilization department,4.5,4.0,faculty_availability,positive
Jasmine Aimaq ,Civilization department,4.5,4.0,subject_difficulty,positive
Jasmine Aimaq ,Civilization department,1.5,4.0,subject_difficulty,positive
Jasmine Aimaq ,Civilization department,4.0,1.0,subject_difficulty,positive
Jasmine Aimaq ,Civilization department,4.0,4.0,subject_difficulty,positive
Jasmine Aimaq ,Civilization department,2.0,5.0,explanation_clarity,negative
Jasmine Aimaq ,Civilization department,2.0,5.0,doubt_solving,negative
Jasmine Aimaq ,Civilization department,2.0,5.0,faculty_availability,negative
Jasmine Aimaq ,Civilization department,3.5,5.0,subject_difficulty,negative
Jennifer Armstrong ,Biology department,5.0,4.0,subject_difficulty,positive
Jennifer Armstrong ,Biology department,4.5,1.0,explanation_clarity,positive
Jennifer Armstrong ,Biology department,4.5,1.0,study_material,positive
Jennifer Armstrong ,Biology department,4.5,4.0,explanation_clarity,positive
Jennifer Armstrong ,Biology department,2.5,4.0,doubt_solving,negative
Jennifer Armstrong ,Biology department,2.5,4.0,study_material,negative
Jennifer Armstrong ,Biology department,2.5,4.0,practical_sessions,negative
Jennifer Armstrong ,Biology department,2.5,4.0,faculty_availability,negative
Thomas Gardner ,Philosophy department,5.0,1.0,explanation_clarity,positive
Thomas Gardner ,Philosophy department,5.0,1.0,doubt_solving,positive
Thomas Gardner ,Philosophy department,5.0,1.0,practical_sessions,positive
Thomas Gardner ,Philosophy department,5.0,1.0,faculty_availability,positive
Thomas Gardner ,Philosophy department,2.5,5.0,explanation_clarity,negative
Thomas Gardner ,Philosophy department,2.5,5.0,doubt_solving,negative
Thomas Gardner ,Philosophy department,2.5,5.0,practical_sessions,negative
Thomas Gardner ,Philosophy department,5.0,2.0,explanation_clarity,positive
Thomas Gardner ,Philosophy department,5.0,2.0,doubt_solving,positive
Thomas Gardner ,Philosophy department,5.0,2.0,study_material,positive
Thomas Gardner ,Philosophy department,5.0,2.0,practical_sessions,positive
Thomas Gardner ,Philosophy department,5.0,2.0,faculty_availability,positive
Thomas Gardner ,Philosophy department,5.0,5.0,explanation_clarity,negative
Thomas Gardner ,Philosophy department,5.0,5.0,study_material,negative
Thomas Gardner ,Philosophy department,5.0,5.0,practical_sessions,negative
Thomas Gardner ,Philosophy department,5.0,4.0,explanation_clarity,positive
Thomas Gardner ,Philosophy department,5.0,4.0,doubt_solving,positive
Thomas Gardner ,Philosophy department,5.0,4.0,study_material,positive
Thomas Gardner ,Philosophy department,5.0,4.0,practical_sessions,positive
Thomas Gardner ,Philosophy department,5.0,4.0,faculty_availability,positive
Thomas Gardner ,Philosophy department,5.0,2.0,explanation_clarity,positive
Thomas Gardner ,Philosophy department,5.0,2.0,study_material,positive
Thomas Gardner ,Philosophy department,5.0,2.0,practical_sessions,positive
Thomas Gardner ,Philosophy department,5.0,2.0,subject_difficulty,positive
Thomas Gardner ,Philosophy department,4.0,3.0,doubt_solving,positive
Thomas Gardner ,Philosophy department,4.0,3.0,practical_sessions,positive
Thomas Gardner ,Philosophy department,5.0,2.0,explanation_clarity,positive
Thomas Gardner ,Philosophy department,5.0,2.0,doubt_solving,positive
Thomas Gardner ,Philosophy department,4.5,3.0,teaching_pace,positive
Thomas Gardner ,Philosophy department,4.5,3.0,doubt_solving,positive
Thomas Gardner ,Philosophy department,4.5,3.0,practical_sessions,positive
Thomas Gardner ,Philosophy department,4.5,3.0,subject_difficulty,positive
Thomas Gardner ,Philosophy department,4.5,1.0,doubt_solving,positive
Thomas Gardner ,Philosophy department,4.5,1.0,practical_sessions,positive
Thomas Gardner ,Philosophy department,4.5,1.0,subject_difficulty,positive
Thomas Gardner ,Philosophy department,4.5,2.0,doubt_solving,positive
Thomas Gardner ,Philosophy department,4.5,2.0,study_material,positive
Thomas Gardner ,Philosophy department,4.5,2.0,practical_sessions,positive
Thomas Gardner ,Philosophy department,4.5,2.0,subject_difficulty,positive
Thomas Gardner ,Philosophy department,1.5,1.0,subject_difficulty,positive
Arthur Lee ,Computer Science department,5.0,4.0,explanation_clarity,positive
Arthur Lee ,Computer Science department,5.0,4.0,study_material,positive
Arthur Lee ,Computer Science department,5.0,4.0,practical_sessions,positive
Arthur Lee ,Computer Science department,5.0,4.0,subject_difficulty,positive
Arthur Lee ,Computer Science department,4.0,4.0,explanation_clarity,positive
Arthur Lee ,Computer Science department,4.0,4.0,practical_sessions,positive
Arthur Lee ,Computer Science department,2.0,5.0,explanation_clarity,negative
Arthur Lee ,Computer Science department,2.0,5.0,doubt_solving,neutral
Arthur Lee ,Computer Science department,2.0,5.0,study_material,negative
Arthur Lee ,Computer Science department,2.0,5.0,practical_sessions,negative
Arthur Lee ,Computer Science department,2.0,5.0,subject_difficulty,neutral
Arthur Lee ,Computer Science department,3.5,2.0,explanation_clarity,positive
Arthur Lee ,Computer Science department,3.5,2.0,study_material,positive
Arthur Lee ,Computer Science department,3.5,2.0,practical_sessions,positive
Arthur Lee ,Computer Science department,3.5,2.0,subject_difficulty,positive
Arthur Lee ,Computer Science department,3.5,3.0,explanation_clarity,positive
Arthur Lee ,Computer Science department,3.5,3.0,doubt_solving,positive
Arthur Lee ,Computer Science department,3.5,3.0,study_material,positive
Arthur Lee ,Computer Science department,1.0,4.0,explanation_clarity,negative
Arthur Lee ,Computer Science department,1.0,4.0,doubt_solving,negative
Arthur Lee ,Computer Science department,1.0,4.0,study_material,negative
Arthur Lee ,Computer Science department,1.0,4.0,faculty_availability,negative
Arthur Lee ,Computer Science department,1.0,4.0,doubt_solving,negative
Arthur Lee ,Computer Science department,1.0,4.0,faculty_availability,negative
Arthur Lee ,Computer Science department,3.0,5.0,doubt_solving,negative
Arthur Lee ,Computer Science department,3.0,5.0,study_material,negative
Arthur Lee ,Computer Science department,5.0,2.0,explanation_clarity,positive
Arthur Lee ,Computer Science department,5.0,2.0,doubt_solving,positive
Arthur Lee ,Computer Science department,5.0,2.0,study_material,positive
Arthur Lee ,Computer Science department,5.0,2.0,subject_difficulty,positive
Arthur Lee ,Computer Science department,3.5,3.0,explanation_clarity,positive
Arthur Lee ,Computer Science department,3.5,3.0,study_material,positive
Arthur Lee ,Computer Science department,1.0,4.0,practical_sessions,negative
Arthur Lee ,Computer Science department,2.5,3.0,study_material,negative
Brock Blomberg ,Economics department,4.5,3.0,doubt_solving,positive
Brock Blomberg ,Economics department,4.5,3.0,practical_sessions,positive
Brock Blomberg ,Economics department,4.5,3.0,subject_difficulty,positive
Brock Blomberg ,Economics department,5.0,5.0,practical_sessions,positive
Brock Blomberg ,Economics department,5.0,5.0,subject_difficulty,positive
Brock Blomberg ,Economics department,4.0,4.0,study_material,negative
Brock Blomberg ,Economics department,4.0,5.0,explanation_clarity,negative
Brock Blomberg ,Economics department,4.0,5.0,doubt_solving,positive
Nita Kumar ,History department,5.0,1.0,explanation_clarity,positive
Nita Kumar ,History department,5.0,1.0,subject_difficulty,positive
Nita Kumar ,History department,3.0,4.0,explanation_clarity,negative
Nita Kumar ,History department,3.0,4.0,doubt_solving,negative
Nita Kumar ,History department,3.0,4.0,study_material,negative
Nita Kumar ,History department,5.0,2.0,doubt_solving,positive
Nita Kumar ,History department,5.0,2.0,study_material,positive
Nita Kumar ,History department,5.0,2.0,practical_sessions,positive
Nita Kumar ,History department,5.0,2.0,faculty_availability,positive
Nita Kumar ,History department,4.0,3.0,doubt_solving,positive
Nita Kumar ,History department,4.0,3.0,study_material,positive
Nita Kumar ,History department,4.0,3.0,faculty_availability,positive
Nita Kumar ,History department,1.0,4.0,explanation_clarity,negative
Nita Kumar ,History department,1.0,4.0,study_material,negative
Nita Kumar ,History department,3.0,4.0,faculty_availability,positive
Nita Kumar ,History department,1.5,4.0,explanation_clarity,negative
Nita Kumar ,History department,1.5,4.0,study_material,negative
Nita Kumar ,History department,1.5,4.0,subject_difficulty,negative
Nita Kumar ,History department,3.5,1.0,doubt_solving,negative
Nita Kumar ,History department,3.5,1.0,practical_sessions,negative
Nita Kumar ,History department,3.5,1.0,faculty_availability,negative
Nita Kumar ,History department,1.0,4.0,study_material,negative
Nita Kumar ,History department,1.5,2.0,explanation_clarity,positive
Nita Kumar ,History department,1.5,2.0,subject_difficulty,positive
Nita Kumar ,History department,1.0,1.0,subject_difficulty,neutral
Nita Kumar ,History department,2.5,2.0,explanation_clarity,negative
Nita Kumar ,History department,2.5,2.0,doubt_solving,negative
Nita Kumar ,History department,2.5,2.0,study_material,negative
Nita Kumar ,History department,2.5,2.0,practical_sessions,negative
Amy Leal ,Literature department,3.5,3.0,study_material,positive
Amy Leal ,Literature department,3.5,3.0,practical_sessions,positive
Amy Leal ,Literature department,3.5,3.0,subject_difficulty,positive
Amy Leal ,Literature department,4.5,2.0,subject_difficulty,negative
Andrea Jedwab ,Mathematics department,4.5,2.0,practical_sessions,positive
Andrea Jedwab ,Mathematics department,4.0,4.0,practical_sessions,positive
Andrea Jedwab ,Mathematics department,5.0,3.0,subject_difficulty,positive
Andrea Jedwab ,Mathematics department,1.5,5.0,doubt_solving,negative
Andrea Jedwab ,Mathematics department,1.5,5.0,study_material,negative
Lee Skinner ,Modern Languages department,5.0,2.0,doubt_solving,positive
Lee Skinner ,Modern Languages department,5.0,2.0,subject_difficulty,positive
Lee Skinner ,Modern Languages department,5.0,1.0,subject_difficulty,positive
Lee Skinner ,Modern Languages department,2.0,2.0,doubt_solving,positive
Lee Skinner ,Modern Languages department,2.0,2.0,study_material,positive
Lee Skinner ,Modern Languages department,2.0,2.0,faculty_availability,positive
Lee Skinner ,Modern Languages department,2.0,2.0,subject_difficulty,positive
Lee Skinner ,Modern Languages department,5.0,2.0,doubt_solving,positive
Lee Skinner ,Modern Languages department,5.0,2.0,subject_difficulty,positive
Lee Skinner ,Modern Languages department,4.0,2.0,doubt_solving,positive
Lee Skinner ,Modern Languages department,4.0,2.0,faculty_availability,positive
Lee Skinner ,Modern Languages department,5.0,2.0,subject_difficulty,positive
Lee Skinner ,Modern Languages department,4.5,2.0,teaching_pace,positive
Lee Skinner ,Modern Languages department,4.5,2.0,doubt_solving,positive
Lee Skinner ,Modern Languages department,4.5,2.0,study_material,positive
Lee Skinner ,Modern Languages department,4.5,2.0,subject_difficulty,positive
Lee Skinner ,Modern Languages department,5.0,2.0,subject_difficulty,positive
David German ,Mathematics department,3.5,2.0,practical_sessions,positive
David German ,Mathematics department,3.5,2.0,subject_difficulty,positive
David German ,Mathematics department,4.5,1.0,teaching_pace,positive
David German ,Mathematics department,4.5,1.0,study_material,positive
David German ,Mathematics department,4.5,1.0,practical_sessions,positive
David German ,Mathematics department,4.5,1.0,subject_difficulty,positive
David German ,Mathematics department,4.5,3.0,explanation_clarity,negative
David German ,Mathematics department,4.5,3.0,doubt_solving,negative
David German ,Mathematics department,4.5,3.0,study_material,negative
David German ,Mathematics department,4.5,3.0,practical_sessions,negative
David German ,Mathematics department,4.5,3.0,faculty_availability,negative
David German ,Mathematics department,2.0,4.0,explanation_clarity,neutral
David German ,Mathematics department,2.0,4.0,study_material,neutral
David German ,Mathematics department,2.0,4.0,practical_sessions,neutral
David German ,Mathematics department,4.5,4.0,explanation_clarity,positive
David German ,Mathematics department,4.5,4.0,doubt_solving,positive
David German ,Mathematics department,4.5,4.0,practical_sessions,positive
David German ,Mathematics department,4.5,4.0,subject_difficulty,positive
Nzinga Broussard ,Economics department,1.5,4.0,doubt_solving,negative
Nzinga Broussard ,Economics department,1.5,4.0,practical_sessions,negative
Nzinga Broussard ,Economics department,1.5,4.0,faculty_availability,negative
Nzinga Broussard ,Economics department,1.5,4.0,subject_difficulty,negative
Nzinga Broussard ,Economics department,4.5,1.0,study_material,positive
Nzinga Broussard ,Economics department,4.5,1.0,practical_sessions,positive
Nzinga Broussard ,Economics department,1.5,5.0,doubt_solving,negative
Nzinga Broussard ,Economics department,1.0,4.0,subject_difficulty,negative
Nzinga Broussard ,Economics department,2.0,4.0,study_material,negative
Nzinga Broussard ,Economics department,4.0,2.0,explanation_clarity,positive
Nzinga Broussard ,Economics department,4.0,2.0,doubt_solving,positive
Nzinga Broussard ,Economics department,4.0,2.0,practical_sessions,positive
Nzinga Broussard ,Economics department,4.0,3.0,doubt_solving,positive
Nzinga Broussard ,Economics department,4.0,3.0,faculty_availability,positive
Nzinga Broussard ,Economics department,1.0,4.0,explanation_clarity,negative
Nzinga Broussard ,Economics department,1.0,4.0,doubt_solving,negative
Nzinga Broussard ,Economics department,1.0,4.0,faculty_availability,negative
Nzinga Broussard ,Economics department,1.0,4.0,subject_difficulty,negative
Nzinga Broussard ,Economics department,3.5,2.0,teaching_pace,positive
Nzinga Broussard ,Economics department,3.5,2.0,study_material,positive
Nzinga Broussard ,Economics department,3.5,2.0,practical_sessions,positive
Nzinga Broussard ,Economics department,3.5,2.0,subject_difficulty,positive
Nzinga Broussard ,Economics department,3.0,3.0,study_material,positive
Nzinga Broussard ,Economics department,3.0,3.0,practical_sessions,positive
Nzinga Broussard ,Economics department,3.0,3.0,subject_difficulty,positive
Nzinga Broussard ,Economics department,3.0,4.0,explanation_clarity,negative
Nzinga Broussard ,Economics department,3.0,4.0,study_material,negative
Nzinga Broussard ,Economics department,3.0,4.0,practical_sessions,negative
Nzinga Broussard ,Economics department,1.5,4.0,explanation_clarity,negative
Nzinga Broussard ,Economics department,1.5,4.0,doubt_solving,negative
Nzinga Broussard ,Economics department,1.5,4.0,study_material,negative
Nzinga Broussard ,Economics department,1.5,4.0,practical_sessions,negative
Nzinga Broussard ,Economics department,2.5,4.0,explanation_clarity,positive
Nzinga Broussard ,Economics department,1.0,5.0,explanation_clarity,negative
Nzinga Broussard ,Economics department,1.0,5.0,doubt_solving,negative
Nzinga Broussard ,Economics department,1.0,5.0,faculty_availability,negative
Nzinga Broussard ,Economics department,1.0,5.0,subject_difficulty,negative
Nzinga Broussard ,Economics department,1.0,4.0,explanation_clarity,negative
Nzinga Broussard ,Economics department,1.0,4.0,doubt_solving,negative
Nzinga Broussard ,Economics department,1.0,4.0,study_material,negative
Nzinga Broussard ,Economics department,1.0,4.0,practical_sessions,negative
Nzinga Broussard ,Economics department,1.0,4.0,subject_difficulty,negative
Amy Chow ,Biology department,3.5,3.0,practical_sessions,negative
Amy Chow ,Biology department,3.5,3.0,subject_difficulty,negative
Amy Chow ,Biology department,1.5,4.0,explanation_clarity,negative
Amy Chow ,Biology department,1.5,4.0,doubt_solving,negative
Amy Chow ,Biology department,1.5,4.0,practical_sessions,negative
Amy Chow ,Biology department,1.5,4.0,subject_difficulty,negative
Amy Chow ,Biology department,1.0,5.0,explanation_clarity,negative
Amy Chow ,Biology department,1.0,5.0,practical_sessions,negative
Amy Chow ,Biology department,1.0,5.0,subject_difficulty,negative
Amy Chow ,Biology department,1.0,4.0,doubt_solving,negative
Amy Chow ,Biology department,1.0,4.0,practical_sessions,negative
Amy Chow ,Biology department,3.0,4.0,explanation_clarity,negative
Amy Chow ,Biology department,3.0,4.0,doubt_solving,negative
Amy Chow ,Biology department,3.0,4.0,practical_sessions,negative
Amy Chow ,Biology department,1.5,4.0,explanation_clarity,negative
Amy Chow ,Biology department,1.5,4.0,doubt_solving,negative
Amy Chow ,Biology department,1.5,4.0,study_material,negative
E Aksoy ,Economics department,5.0,1.0,study_material,positive
E Aksoy ,Economics department,5.0,1.0,practical_sessions,positive
E Aksoy ,Economics department,4.0,1.0,subject_difficulty,positive
Albert Park ,History department,5.0,3.0,explanation_clarity,positive
Albert Park ,History department,5.0,3.0,practical_sessions,positive
Albert Park ,History department,1.0,3.0,explanation_clarity,negative
Albert Park ,History department,1.0,3.0,study_material,negative
Albert Park ,History department,1.0,3.0,practical_sessions,negative
Albert Park ,History department,1.0,3.0,faculty_availability,negative
Albert Park ,History department,4.5,2.0,explanation_clarity,positive
Albert Park ,History department,4.5,2.0,doubt_solving,positive
Albert Park ,History department,4.5,2.0,study_material,positive
Albert Park ,History department,4.5,2.0,study_material,positive
Albert Park ,History department,4.5,2.0,subject_difficulty,positive
Albert Park ,History department,5.0,1.0,explanation_clarity,positive
Albert Park ,History department,5.0,1.0,study_material,positive
Deepak Shimkhada ,Religion & Philosophy department,3.0,3.0,study_material,positive
Deepak Shimkhada ,Religion & Philosophy department,3.0,3.0,subject_difficulty,positive
Cameron Shelton ,Economics department,5.0,4.0,faculty_availability,positive
Cameron Shelton ,Economics department,5.0,4.0,subject_difficulty,positive
Cameron Shelton ,Economics department,5.0,4.0,doubt_solving,positive
Cameron Shelton ,Economics department,5.0,4.0,study_material,positive
Cameron Shelton ,Economics department,5.0,4.0,practical_sessions,positive
Cameron Shelton ,Economics department,5.0,4.0,faculty_availability,positive
Cameron Shelton ,Economics department,5.0,4.0,subject_difficulty,positive
Cameron Shelton ,Economics department,5.0,4.0,doubt_solving,positive
Cameron Shelton ,Economics department,5.0,4.0,study_material,positive
Cameron Shelton ,Economics department,5.0,4.0,subject_difficulty,positive
Cameron Shelton ,Economics department,5.0,4.0,doubt_solving,positive
Cameron Shelton ,Economics department,5.0,4.0,faculty_availability,positive
Cameron Shelton ,Economics department,5.0,4.0,subject_difficulty,positive
Cameron Shelton ,Economics department,4.5,4.0,explanation_clarity,positive
Cameron Shelton ,Economics department,4.5,4.0,teaching_pace,positive
Cameron Shelton ,Economics department,4.5,4.0,doubt_solving,positive
Cameron Shelton ,Economics department,4.5,4.0,study_material,positive
