comment_id,original_comment,aspect,rule_based_sentiment,correct_sentiment,aspect_correct
54,Setter is a solid choice for phys30/31. It's clear he loves physics and wants you to understand it and likes questions. Sometimes lecture isn't the most helpful bc we spend so long on one example or deriving formulas but the content was mostly relevant. Written and online HW every week with corrections and exams are fair (w corrections too).,doubt_solving,positive,positive,yes
54,Setter is a solid choice for phys30/31. It's clear he loves physics and wants you to understand it and likes questions. Sometimes lecture isn't the most helpful bc we spend so long on one example or deriving formulas but the content was mostly relevant. Written and online HW every week with corrections and exams are fair (w corrections too).,practical_sessions,positive,positive,yes
55,"Huber rounded a 92.9% down to an A-, really not fair. He also doesent include participation points. He makes blatant errors in the lecture notes, so I am sure he graded the finals slopely and cheated some students out of points.",explanation_clarity,negative,negative,yes
55,"Huber rounded a 92.9% down to an A-, really not fair. He also doesent include participation points. He makes blatant errors in the lecture notes, so I am sure he graded the finals slopely and cheated some students out of points.",study_material,negative,negative,yes
56,"Prof. Michon is such a great person. His knowledge about and passion for Hinduism is contagious, and he can make any lecture engaging and interesting. Class discussions are stimulating, grading is very fair, and it's clear that he cares a great deal about his students. So much respect for this man. Highly recommend!",explanation_clarity,positive,positive,yes
57,"Prof. Frigault is super interesting and he made our 8am worth getting up for. Before each class, you have a 10-20 page reading and you answer 4 questions (2-3 sentences each) about what you found interesting + questions you have about the reading. The class is discussion-based so there are lots of opportunities to participate. Definitely recommend!",doubt_solving,positive,positive,yes
57,"Prof. Frigault is super interesting and he made our 8am worth getting up for. Before each class, you have a 10-20 page reading and you answer 4 questions (2-3 sentences each) about what you found interesting + questions you have about the reading. The class is discussion-based so there are lots of opportunities to participate. Definitely recommend!",study_material,positive,positive,yes
58,He is a good lecturer I took a Database course. He gave two mid-term exams and one final. lots of assignments and a group project. But the difficulty was fair enough.,explanation_clarity,positive,positive,yes
58,He is a good lecturer I took a Database course. He gave two mid-term exams and one final. lots of assignments and a group project. But the difficulty was fair enough.,study_material,positive,positive,yes
58,He is a good lecturer I took a Database course. He gave two mid-term exams and one final. lots of assignments and a group project. But the difficulty was fair enough.,practical_sessions,positive,positive,yes
58,He is a good lecturer I took a Database course. He gave two mid-term exams and one final. lots of assignments and a group project. But the difficulty was fair enough.,subject_difficulty,neutral,neutral,yes
59,Prof. Sarzynski is an incredibly knowledgeable historian. The assignments are creative and well structured. She is always available and willing to help with the writing process during her office hours. You need to do your work. I enjoyed the class discussions.,doubt_solving,positive,positive,yes
59,Prof. Sarzynski is an incredibly knowledgeable historian. The assignments are creative and well structured. She is always available and willing to help with the writing process during her office hours. You need to do your work. I enjoyed the class discussions.,study_material,positive,positive,yes
59,Prof. Sarzynski is an incredibly knowledgeable historian. The assignments are creative and well structured. She is always available and willing to help with the writing process during her office hours. You need to do your work. I enjoyed the class discussions.,practical_sessions,positive,positive,yes
59,Prof. Sarzynski is an incredibly knowledgeable historian. The assignments are creative and well structured. She is always available and willing to help with the writing process during her office hours. You need to do your work. I enjoyed the class discussions.,faculty_availability,positive,positive,yes
60,"Very knowledgeable and extremely kind, but better as a mentor than a professor.  He's forgetful, picky, and kinda random.  Assigns TONS of reading and papers and grades very hard, you have to do *exactly* what he's looking for.  He'll read drafts of papers, which is helpful.",doubt_solving,negative,negative,yes
60,"Very knowledgeable and extremely kind, but better as a mentor than a professor.  He's forgetful, picky, and kinda random.  Assigns TONS of reading and papers and grades very hard, you have to do *exactly* what he's looking for.  He'll read drafts of papers, which is helpful.",study_material,negative,negative,yes
60,"Very knowledgeable and extremely kind, but better as a mentor than a professor.  He's forgetful, picky, and kinda random.  Assigns TONS of reading and papers and grades very hard, you have to do *exactly* what he's looking for.  He'll read drafts of papers, which is helpful.",subject_difficulty,negative,negative,yes
61,"Prof. Ozbekilk is super nice and a good teacher. His online classes are mainly lectures, but he tries to get the class involved by asking us questions and playing games. I would recommend going to office hours to talk to him so he knows you + you get extra help! Fairly straightforward class. Quiz every week, midterm, test, homework.",explanation_clarity,positive,positive,yes
61,"Prof. Ozbekilk is super nice and a good teacher. His online classes are mainly lectures, but he tries to get the class involved by asking us questions and playing games. I would recommend going to office hours to talk to him so he knows you + you get extra help! Fairly straightforward class. Quiz every week, midterm, test, homework.",doubt_solving,positive,positive,yes
61,"Prof. Ozbekilk is super nice and a good teacher. His online classes are mainly lectures, but he tries to get the class involved by asking us questions and playing games. I would recommend going to office hours to talk to him so he knows you + you get extra help! Fairly straightforward class. Quiz every week, midterm, test, homework.",practical_sessions,positive,positive,yes
61,"Prof. Ozbekilk is super nice and a good teacher. His online classes are mainly lectures, but he tries to get the class involved by asking us questions and playing games. I would recommend going to office hours to talk to him so he knows you + you get extra help! Fairly straightforward class. Quiz every week, midterm, test, homework.",faculty_availability,positive,positive,yes
62,"You have to work your a.. off, but it is worth it.  Go to his office hours.  He is extremely helpful and wants you to succeed.",doubt_solving,positive,positive,yes
62,"You have to work your a.. off, but it is worth it.  Go to his office hours.  He is extremely helpful and wants you to succeed.",faculty_availability,positive,positive,yes
63,"I loved my government class with Professor Pears so much that I switched my major. Although she assigned a ton of reading, her class was so interesting and worth it. There are pop quizzes throughout the semester but she gives partial credit and is very lenient with grades as long as you do the reading and participate in class.",practical_sessions,positive,positive,yes
63,"I loved my government class with Professor Pears so much that I switched my major. Although she assigned a ton of reading, her class was so interesting and worth it. There are pop quizzes throughout the semester but she gives partial credit and is very lenient with grades as long as you do the reading and participate in class.",study_material,positive,positive,yes
64,"Great teacher great course. Funny guy, gives out tons of homework, but gives full credit on them all. Tests are hard, but 100% homework grade compensates.",practical_sessions,positive,positive,yes
64,"Great teacher great course. Funny guy, gives out tons of homework, but gives full credit on them all. Tests are hard, but 100% homework grade compensates.",subject_difficulty,positive,positive,yes
65,"A great teacher. The class is hard though, although the bad grade was largely my fault. She holds really fun labs that make it interesting for a non-science major, unlike pretty much all the other science courses you can take here. And they're usually short--another plus.",subject_difficulty,positive,positive,yes
65,"A great teacher. The class is hard though, although the bad grade was largely my fault. She holds really fun labs that make it interesting for a non-science major, unlike pretty much all the other science courses you can take here. And they're usually short--another plus.",practical_sessions,positive,positive,yes
66,"Shaar is a nice guy, but he's not particularly good at explaining things and sometimes blames the class when his students don't understand the lecture. He also takes huge amounts off points of for small errors on tests. His class is frustrating, and I would not be surviving it if I didn't have a strong study group to work with.",explanation_clarity,negative,negative,yes
66,"Shaar is a nice guy, but he's not particularly good at explaining things and sometimes blames the class when his students don't understand the lecture. He also takes huge amounts off points of for small errors on tests. His class is frustrating, and I would not be surviving it if I didn't have a strong study group to work with.",practical_sessions,negative,negative,yes
67,"Political Philosophy was an amazing class! I had no prior background in philosophy of any sorts, but just because of this one class, I am now considering adding Philosophy as a major. This course requires you to spend about an hour reading and thinking about the texts before class. In class, you have very stimulating conversation. Tough grading.",study_material,positive,positive,yes
67,"Political Philosophy was an amazing class! I had no prior background in philosophy of any sorts, but just because of this one class, I am now considering adding Philosophy as a major. This course requires you to spend about an hour reading and thinking about the texts before class. In class, you have very stimulating conversation. Tough grading.",subject_difficulty,positive,positive,yes
68,"I had difficulty understanding the material at times but eventually did after putting in the work. His lectures were pretty much the same as his lecture notes, so what I would do was try to absorb as much as possible during lecture, carefully read the lecture notes, then go to office hours to ask questions. This worked well for me.",study_material,positive,positive,yes
68,"I had difficulty understanding the material at times but eventually did after putting in the work. His lectures were pretty much the same as his lecture notes, so what I would do was try to absorb as much as possible during lecture, carefully read the lecture notes, then go to office hours to ask questions. This worked well for me.",subject_difficulty,negative,positive,yes
68,"I had difficulty understanding the material at times but eventually did after putting in the work. His lectures were pretty much the same as his lecture notes, so what I would do was try to absorb as much as possible during lecture, carefully read the lecture notes, then go to office hours to ask questions. This worked well for me.",explanation_clarity,positive,positive,yes
68,"I had difficulty understanding the material at times but eventually did after putting in the work. His lectures were pretty much the same as his lecture notes, so what I would do was try to absorb as much as possible during lecture, carefully read the lecture notes, then go to office hours to ask questions. This worked well for me.",doubt_solving,positive,positive,yes
68,"I had difficulty understanding the material at times but eventually did after putting in the work. His lectures were pretty much the same as his lecture notes, so what I would do was try to absorb as much as possible during lecture, carefully read the lecture notes, then go to office hours to ask questions. This worked well for me.",faculty_availability,positive,positive,yes
69,GREAT PROFESSOR! They're not lying when they say she's the best professor out there. She makes OChem easy to understand and connects the dots between different topics together. Hard to get in her class though.,subject_difficulty,positive,positive,yes
70,"She only allows hand written notes. You get 3 extra days to turn in essays that you can use at any time which is helpful so you don't have to ask for an extension. Essays are straight forward. Final is either essay, test, or project (you choose which one). Very easy prof.",doubt_solving,positive,positive,yes
70,"She only allows hand written notes. You get 3 extra days to turn in essays that you can use at any time which is helpful so you don't have to ask for an extension. Essays are straight forward. Final is either essay, test, or project (you choose which one). Very easy prof.",study_material,positive,positive,yes
70,"She only allows hand written notes. You get 3 extra days to turn in essays that you can use at any time which is helpful so you don't have to ask for an extension. Essays are straight forward. Final is either essay, test, or project (you choose which one). Very easy prof.",practical_sessions,positive,positive,yes
70,"She only allows hand written notes. You get 3 extra days to turn in essays that you can use at any time which is helpful so you don't have to ask for an extension. Essays are straight forward. Final is either essay, test, or project (you choose which one). Very easy prof.",subject_difficulty,positive,positive,yes
71,"The worst prof that I have had at CMC so far. Test and practice questions are completely different. Chooses grades based upon his own views of arguments, and will refuse to agree with other students' views in class even when his is clearly the weaker point. If you are stuck taking him, make sure you write about only what he wants to hear.",explanation_clarity,negative,negative,yes
71,"The worst prof that I have had at CMC so far. Test and practice questions are completely different. Chooses grades based upon his own views of arguments, and will refuse to agree with other students' views in class even when his is clearly the weaker point. If you are stuck taking him, make sure you write about only what he wants to hear.",doubt_solving,negative,negative,yes
71,"The worst prof that I have had at CMC so far. Test and practice questions are completely different. Chooses grades based upon his own views of arguments, and will refuse to agree with other students' views in class even when his is clearly the weaker point. If you are stuck taking him, make sure you write about only what he wants to hear.",practical_sessions,negative,negative,yes
72,"One of my favorite profs at cmc. Super easy class, not much reading, but is able to participate in discussion even if u didnt do the reading. Super chill guy",study_material,positive,positive,yes
72,"One of my favorite profs at cmc. Super easy class, not much reading, but is able to participate in discussion even if u didnt do the reading. Super chill guy",subject_difficulty,positive,positive,yes
73,"I took this class as a GE hoping it would be easy. It wasn't nearly as easy as I hoped it would be, so if that's your reason for taking the class then there are probably better options. Other than that she's pretty cool and is willing to meet outside of class to help with essays. You have to read a lot but I think that's standard for history.",doubt_solving,positive,positive,yes
73,"I took this class as a GE hoping it would be easy. It wasn't nearly as easy as I hoped it would be, so if that's your reason for taking the class then there are probably better options. Other than that she's pretty cool and is willing to meet outside of class to help with essays. You have to read a lot but I think that's standard for history.",faculty_availability,positive,positive,yes
73,"I took this class as a GE hoping it would be easy. It wasn't nearly as easy as I hoped it would be, so if that's your reason for taking the class then there are probably better options. Other than that she's pretty cool and is willing to meet outside of class to help with essays. You have to read a lot but I think that's standard for history.",subject_difficulty,positive,positive,yes
74,"Very accessible outside of class and will talk to you about the material if you have any questions about it. That being said, it's very hard to nail down what it is exactly he wants from students (which is strange, because he's simultaneously very critical). This makes a lot of his grading feel somewhat arbitrary.",doubt_solving,negative,negative,yes
74,"Very accessible outside of class and will talk to you about the material if you have any questions about it. That being said, it's very hard to nail down what it is exactly he wants from students (which is strange, because he's simultaneously very critical). This makes a lot of his grading feel somewhat arbitrary.",study_material,negative,negative,yes
74,"Very accessible outside of class and will talk to you about the material if you have any questions about it. That being said, it's very hard to nail down what it is exactly he wants from students (which is strange, because he's simultaneously very critical). This makes a lot of his grading feel somewhat arbitrary.",faculty_availability,negative,negative,yes
74,"Very accessible outside of class and will talk to you about the material if you have any questions about it. That being said, it's very hard to nail down what it is exactly he wants from students (which is strange, because he's simultaneously very critical). This makes a lot of his grading feel somewhat arbitrary.",subject_difficulty,negative,negative,yes
75,"Terril is the most hands-on teacher I've ever had. Classes are full of anecdotes from his 20+ years of experience as a journalist, amazing guest lecturers and the AP Stylebook. I've never met someone so committed to helping his students succeed and grow. If CMC does not hire him on in full capacity it will be a great loss for all students.",explanation_clarity,positive,positive,yes
75,"Terril is the most hands-on teacher I've ever had. Classes are full of anecdotes from his 20+ years of experience as a journalist, amazing guest lecturers and the AP Stylebook. I've never met someone so committed to helping his students succeed and grow. If CMC does not hire him on in full capacity it will be a great loss for all students.",doubt_solving,positive,positive,yes
75,"Terril is the most hands-on teacher I've ever had. Classes are full of anecdotes from his 20+ years of experience as a journalist, amazing guest lecturers and the AP Stylebook. I've never met someone so committed to helping his students succeed and grow. If CMC does not hire him on in full capacity it will be a great loss for all students.",faculty_availability,positive,positive,yes
76,"Professor Gilbert is incredibly knowledgeable about Jewish Civilization. The class is incredibly broad in scope, so we are constantly rushing through the material. While Professor Gilbert encourages discussions sometimes, the class is mostly lectures. Get ready for a rewarding but challenging five-thousand-word paper.",explanation_clarity,positive,positive,yes
76,"Professor Gilbert is incredibly knowledgeable about Jewish Civilization. The class is incredibly broad in scope, so we are constantly rushing through the material. While Professor Gilbert encourages discussions sometimes, the class is mostly lectures. Get ready for a rewarding but challenging five-thousand-word paper.",teaching_pace,positive,positive,yes
76,"Professor Gilbert is incredibly knowledgeable about Jewish Civilization. The class is incredibly broad in scope, so we are constantly rushing through the material. While Professor Gilbert encourages discussions sometimes, the class is mostly lectures. Get ready for a rewarding but challenging five-thousand-word paper.",study_material,positive,positive,yes
76,"Professor Gilbert is incredibly knowledgeable about Jewish Civilization. The class is incredibly broad in scope, so we are constantly rushing through the material. While Professor Gilbert encourages discussions sometimes, the class is mostly lectures. Get ready for a rewarding but challenging five-thousand-word paper.",subject_difficulty,positive,positive,yes
77,"really easy...u'll be dissapointed if you don't get him for chem14.  take him at all costs to ur schedule.  just understand material and u'll get an A, he'll basically give you the tests the day b4 class",study_material,negative,positive,yes
77,"really easy...u'll be dissapointed if you don't get him for chem14.  take him at all costs to ur schedule.  just understand material and u'll get an A, he'll basically give you the tests the day b4 class",practical_sessions,negative,positive,yes
77,"really easy...u'll be dissapointed if you don't get him for chem14.  take him at all costs to ur schedule.  just understand material and u'll get an A, he'll basically give you the tests the day b4 class",subject_difficulty,negative,positive,yes
78,The worst teacher I've had at this school. Lectures go absolutely nowhere and use of Powerpoint is almost redundant. I guess he is willing to help outside of class but his classes are boring and a huge waste of time. He asks for opinions but shuts them down if they challenge him or does not go along with the lesson plan. Don't take his classes.,explanation_clarity,negative,negative,yes
78,The worst teacher I've had at this school. Lectures go absolutely nowhere and use of Powerpoint is almost redundant. I guess he is willing to help outside of class but his classes are boring and a huge waste of time. He asks for opinions but shuts them down if they challenge him or does not go along with the lesson plan. Don't take his classes.,doubt_solving,negative,negative,yes
78,The worst teacher I've had at this school. Lectures go absolutely nowhere and use of Powerpoint is almost redundant. I guess he is willing to help outside of class but his classes are boring and a huge waste of time. He asks for opinions but shuts them down if they challenge him or does not go along with the lesson plan. Don't take his classes.,study_material,negative,negative,yes
79,"Great professor, helpful in office hours. Young and easy to understand. Tests and 1 paper about topic of your choice on anything related to social psychology. Very easy to get an A if you do the work.",doubt_solving,positive,positive,yes
79,"Great professor, helpful in office hours. Young and easy to understand. Tests and 1 paper about topic of your choice on anything related to social psychology. Very easy to get an A if you do the work.",practical_sessions,positive,positive,yes
79,"Great professor, helpful in office hours. Young and easy to understand. Tests and 1 paper about topic of your choice on anything related to social psychology. Very easy to get an A if you do the work.",faculty_availability,positive,positive,yes
79,"Great professor, helpful in office hours. Young and easy to understand. Tests and 1 paper about topic of your choice on anything related to social psychology. Very easy to get an A if you do the work.",subject_difficulty,positive,positive,yes
80,"Prof Nelson lectures quietly, and when he's sure of what he's talking about, lectures are interesting. He seems an extremely intelligent mathematician, but often makes mistakes in his lectures, and gets flustered, which can be  confusing if the mistake is not as simple or apparent to the students. Very helpful in office hours. Take Discrete Math.",explanation_clarity,positive,positive,yes
80,"Prof Nelson lectures quietly, and when he's sure of what he's talking about, lectures are interesting. He seems an extremely intelligent mathematician, but often makes mistakes in his lectures, and gets flustered, which can be  confusing if the mistake is not as simple or apparent to the students. Very helpful in office hours. Take Discrete Math.",doubt_solving,negative,positive,yes
80,"Prof Nelson lectures quietly, and when he's sure of what he's talking about, lectures are interesting. He seems an extremely intelligent mathematician, but often makes mistakes in his lectures, and gets flustered, which can be  confusing if the mistake is not as simple or apparent to the students. Very helpful in office hours. Take Discrete Math.",faculty_availability,negative,positive,yes
80,"Prof Nelson lectures quietly, and when he's sure of what he's talking about, lectures are interesting. He seems an extremely intelligent mathematician, but often makes mistakes in his lectures, and gets flustered, which can be  confusing if the mistake is not as simple or apparent to the students. Very helpful in office hours. Take Discrete Math.",subject_difficulty,negative,positive,yes
81,"Very clear lectures. Problem solving and technique focus rather than theory focus- he often glosses or omits proofs of the algorithms he teaches you. This prepares students well for the actuarial exams or other tests, but those looking for purer math might want more. Never uses the text book.",explanation_clarity,positive,positive,yes
81,"Very clear lectures. Problem solving and technique focus rather than theory focus- he often glosses or omits proofs of the algorithms he teaches you. This prepares students well for the actuarial exams or other tests, but those looking for purer math might want more. Never uses the text book.",practical_sessions,positive,positive,yes
82,His grammar does not make any sense and often he gives horrible data which makes no sense to do the assigned labs from. He also does not value the opinions of women. He generally does not care about this class or making it enjoyable or useful for any of the students.,practical_sessions,negative,negative,yes
83,"Evans is THE professor for intro econ. Her lectures build on the book and are clear. Assessments(2 midterms, final, and occasional written and online homework) are more than reasonable. The textbook is online; lots of online practice. She's really sweet and approachable too.  Real-world application. If you try, you should at least get a B.",explanation_clarity,positive,positive,yes
83,"Evans is THE professor for intro econ. Her lectures build on the book and are clear. Assessments(2 midterms, final, and occasional written and online homework) are more than reasonable. The textbook is online; lots of online practice. She's really sweet and approachable too.  Real-world application. If you try, you should at least get a B.",doubt_solving,positive,positive,yes
83,"Evans is THE professor for intro econ. Her lectures build on the book and are clear. Assessments(2 midterms, final, and occasional written and online homework) are more than reasonable. The textbook is online; lots of online practice. She's really sweet and approachable too.  Real-world application. If you try, you should at least get a B.",study_material,positive,positive,yes
83,"Evans is THE professor for intro econ. Her lectures build on the book and are clear. Assessments(2 midterms, final, and occasional written and online homework) are more than reasonable. The textbook is online; lots of online practice. She's really sweet and approachable too.  Real-world application. If you try, you should at least get a B.",practical_sessions,positive,positive,yes
84,"Although he is nice, I found his exams to be much more complicated than his lectures and homework even after a lot of studying. There are a lot of trick questions and you basically work down to the very last minute. Having said that, this is a relaxing class with not that much work, but once again the hard tests really limit how well you do.",explanation_clarity,positive,neutral,yes
84,"Although he is nice, I found his exams to be much more complicated than his lectures and homework even after a lot of studying. There are a lot of trick questions and you basically work down to the very last minute. Having said that, this is a relaxing class with not that much work, but once again the hard tests really limit how well you do.",doubt_solving,positive,neutral,yes
84,"Although he is nice, I found his exams to be much more complicated than his lectures and homework even after a lot of studying. There are a lot of trick questions and you basically work down to the very last minute. Having said that, this is a relaxing class with not that much work, but once again the hard tests really limit how well you do.",practical_sessions,positive,neutral,yes
84,"Although he is nice, I found his exams to be much more complicated than his lectures and homework even after a lot of studying. There are a lot of trick questions and you basically work down to the very last minute. Having said that, this is a relaxing class with not that much work, but once again the hard tests really limit how well you do.",subject_difficulty,positive,neutral,yes
85,"Prof Shaar really cares about his students and is always open to discussing the material at the end of class or in office hours. Even though a couple 20 point tests and a 40 point final make up majority of your grade, he shares the question topics prior to the test. He also even offered an extra credit opportunity to get a couple test points back.",doubt_solving,positive,positive,yes
85,"Prof Shaar really cares about his students and is always open to discussing the material at the end of class or in office hours. Even though a couple 20 point tests and a 40 point final make up majority of your grade, he shares the question topics prior to the test. He also even offered an extra credit opportunity to get a couple test points back.",study_material,positive,positive,yes
85,"Prof Shaar really cares about his students and is always open to discussing the material at the end of class or in office hours. Even though a couple 20 point tests and a 40 point final make up majority of your grade, he shares the question topics prior to the test. He also even offered an extra credit opportunity to get a couple test points back.",practical_sessions,positive,positive,yes
85,"Prof Shaar really cares about his students and is always open to discussing the material at the end of class or in office hours. Even though a couple 20 point tests and a 40 point final make up majority of your grade, he shares the question topics prior to the test. He also even offered an extra credit opportunity to get a couple test points back.",faculty_availability,positive,positive,yes
86,"Really enjoyed his class, Political Phil Honors. Super interesting class, interesting prof too! Learned how to write really good phil papers.  Hard grader, tough curve.  Don't take his class if you won't attend, he can be nit picky--with things other than attendance too.",subject_difficulty,positive,positive,yes
87,"I did not like prof Nelson. Not only attendance wasn't required, he literally did not give lectures. He just dropped a lecture pdf and students read it themselves. It is very easy to get an A, but you won't learn a single thing.",explanation_clarity,neutral,negative,yes
87,"I did not like prof Nelson. Not only attendance wasn't required, he literally did not give lectures. He just dropped a lecture pdf and students read it themselves. It is very easy to get an A, but you won't learn a single thing.",study_material,neutral,negative,yes
87,"I did not like prof Nelson. Not only attendance wasn't required, he literally did not give lectures. He just dropped a lecture pdf and students read it themselves. It is very easy to get an A, but you won't learn a single thing.",subject_difficulty,neutral,negative,yes
88,SANII IS FANTASTIC! He will make intro chem as painless as possible. He really cares about his students and is extremely helpful. Take this class!,doubt_solving,positive,positive,yes
89,"Someone told me Rajczi was the ""philosophy Buddha,"" and I can't disagree. His knowledge of his topic is impressive, but he really shines in how he relates to his students inside and outside of class. Discussions are engaging and provoking, like the readings. Outside of class, he organizes events like hikes and jam sessions to know his students.",study_material,positive,positive,yes
90,"Professor Batta is easily one of the most well-versed academics within the Robert Day School. His lectures include real-life applications and are relevant to current events. Intense workload towards the end of the semester. Most students in the class are Robert Day Scholars, so be prepared to work hard if you are not a natural at econ/finance.",explanation_clarity,positive,positive,yes
90,"Professor Batta is easily one of the most well-versed academics within the Robert Day School. His lectures include real-life applications and are relevant to current events. Intense workload towards the end of the semester. Most students in the class are Robert Day Scholars, so be prepared to work hard if you are not a natural at econ/finance.",subject_difficulty,positive,positive,yes
91,His class did not help me learn the material well and when I asked for help he did not care to provide it. He is not an easy professor because he does not teach the subject well and then tests you on it with a test he does not even read himself. Please do not take his class!,doubt_solving,positive,negative,yes
91,His class did not help me learn the material well and when I asked for help he did not care to provide it. He is not an easy professor because he does not teach the subject well and then tests you on it with a test he does not even read himself. Please do not take his class!,study_material,positive,negative,yes
91,His class did not help me learn the material well and when I asked for help he did not care to provide it. He is not an easy professor because he does not teach the subject well and then tests you on it with a test he does not even read himself. Please do not take his class!,practical_sessions,positive,negative,yes
91,His class did not help me learn the material well and when I asked for help he did not care to provide it. He is not an easy professor because he does not teach the subject well and then tests you on it with a test he does not even read himself. Please do not take his class!,subject_difficulty,positive,negative,yes
92,"If you are a psych major and have time to study, take her! You will learn so much! But I would avoid if you are just taking for  GE. She works hard to make the class entertaining, but does expect you to read and study.",subject_difficulty,positive,positive,yes
93,"Prof Wenzel was great to have as an FYS professor! If you showed that you cared and put effort into your work, she really took that in mind when grading assignments. Although class periods were lecture heavy, my overall experience was great! ",study_material,positive,positive,yes
93,"Prof Wenzel was great to have as an FYS professor! If you showed that you cared and put effort into your work, she really took that in mind when grading assignments. Although class periods were lecture heavy, my overall experience was great! ",practical_sessions,positive,positive,yes
93,"Prof Wenzel was great to have as an FYS professor! If you showed that you cared and put effort into your work, she really took that in mind when grading assignments. Although class periods were lecture heavy, my overall experience was great! ",explanation_clarity,positive,positive,yes
94,"An average professor. Midterms and finals are much harder than the book, and his lectures do not adequately prepare you for them. There is also a prevalent language barrier that makes him hard to understand. However, his grading isn't terrible. Don't expect to get a perfect A, but don't think you're in a world of hurt either if you end up with him.",explanation_clarity,negative,negative,yes
94,"An average professor. Midterms and finals are much harder than the book, and his lectures do not adequately prepare you for them. There is also a prevalent language barrier that makes him hard to understand. However, his grading isn't terrible. Don't expect to get a perfect A, but don't think you're in a world of hurt either if you end up with him.",subject_difficulty,negative,negative,yes
95,"Low expectations mean it's up to the students to take initiative in learning material by reading and writing outside of class. A grammar-heavy curriculum can be frustrating. That said, I haven't encountered a more caring, friendly, and self-reflective professor at CMC. He's a gem. His classes are easy but don't expect to master Arabic anytime soon.",study_material,positive,neutral,yes
95,"Low expectations mean it's up to the students to take initiative in learning material by reading and writing outside of class. A grammar-heavy curriculum can be frustrating. That said, I haven't encountered a more caring, friendly, and self-reflective professor at CMC. He's a gem. His classes are easy but don't expect to master Arabic anytime soon.",subject_difficulty,positive,neutral,yes
96,"This prof is so familiar of the complex topics that I feel he doesn't know how to explain these concepts to novices. In a class as technical as this one, it would have been helpful to understand the intuition behind things, or have more opportunities for exposure to problems outside of the exam and few textbook problems he recommends.",explanation_clarity,positive,neutral,yes
96,"This prof is so familiar of the complex topics that I feel he doesn't know how to explain these concepts to novices. In a class as technical as this one, it would have been helpful to understand the intuition behind things, or have more opportunities for exposure to problems outside of the exam and few textbook problems he recommends.",teaching_pace,positive,neutral,yes
96,"This prof is so familiar of the complex topics that I feel he doesn't know how to explain these concepts to novices. In a class as technical as this one, it would have been helpful to understand the intuition behind things, or have more opportunities for exposure to problems outside of the exam and few textbook problems he recommends.",doubt_solving,positive,neutral,yes
96,"This prof is so familiar of the complex topics that I feel he doesn't know how to explain these concepts to novices. In a class as technical as this one, it would have been helpful to understand the intuition behind things, or have more opportunities for exposure to problems outside of the exam and few textbook problems he recommends.",study_material,positive,neutral,yes
96,"This prof is so familiar of the complex topics that I feel he doesn't know how to explain these concepts to novices. In a class as technical as this one, it would have been helpful to understand the intuition behind things, or have more opportunities for exposure to problems outside of the exam and few textbook problems he recommends.",practical_sessions,positive,neutral,yes
97,"I thought Prof. Bradley was great.  His class a great way to start out your college experience because he doesn't torture you. I loved his reading list. I found his class to be kinda hard, but some kids that think they know everything think it is easy. He's very helpful and easy to approach.",study_material,positive,positive,yes
97,"I thought Prof. Bradley was great.  His class a great way to start out your college experience because he doesn't torture you. I loved his reading list. I found his class to be kinda hard, but some kids that think they know everything think it is easy. He's very helpful and easy to approach.",subject_difficulty,positive,positive,yes
97,"I thought Prof. Bradley was great.  His class a great way to start out your college experience because he doesn't torture you. I loved his reading list. I found his class to be kinda hard, but some kids that think they know everything think it is easy. He's very helpful and easy to approach.",doubt_solving,positive,positive,yes
98,"I have nothing but positive things to say about Professor Kreines. He's a phenomenal professor and if anyone is deciding whether or not they should take a class with him, the answer is 100% yes. Especially if you're interested in philosophy, he's probably the best professor you'll have.",doubt_solving,positive,positive,yes
99,I thought Professor Wright's Econ 50 class was terrible for several reasons: 1) He is too math based. There were more equations than concepts. 2) Exams were hard to study for and questions were random 3) He taught the class assuming we had already taken Econ before in high school even though it's an intro course. DON'T TAKE WRIGHT!!,doubt_solving,negative,negative,yes
99,I thought Professor Wright's Econ 50 class was terrible for several reasons: 1) He is too math based. There were more equations than concepts. 2) Exams were hard to study for and questions were random 3) He taught the class assuming we had already taken Econ before in high school even though it's an intro course. DON'T TAKE WRIGHT!!,practical_sessions,negative,negative,yes
99,I thought Professor Wright's Econ 50 class was terrible for several reasons: 1) He is too math based. There were more equations than concepts. 2) Exams were hard to study for and questions were random 3) He taught the class assuming we had already taken Econ before in high school even though it's an intro course. DON'T TAKE WRIGHT!!,subject_difficulty,negative,negative,yes
100,"Prof Muravchik is one of the best teachers I've ever had. As someone with zero background in American politics, she was so understanding, and willing to lend her time to answer all questions. If you genuinely try, she will do everything she can to get you to an A. Would recommend her 10000%. So intelligent and amazing.",doubt_solving,positive,positive,yes
101,"Extremely difficult class. He's new and it seems he was hired for research, not for teaching, because he does not know how to lecture. You will self teach yourself everything, and it will most likely not be enough, because his exams are all questions you have never seen before. Unless you love pain and suffering stay away from this class.",explanation_clarity,negative,negative,yes
101,"Extremely difficult class. He's new and it seems he was hired for research, not for teaching, because he does not know how to lecture. You will self teach yourself everything, and it will most likely not be enough, because his exams are all questions you have never seen before. Unless you love pain and suffering stay away from this class.",doubt_solving,negative,negative,yes
